origen,destino,peso
039,120,5517
120,039,5475
039,098,4707
098,039,4615
011,007,4451
007,011,4429
006,007,4134
007,006,4068
005,104,3877
104,005,3788
014,006,3513
028,035,3463
035,028,3457
006,014,3439
005,006,3228
006,005,3209
039,101,3150
101,039,3123
005,002,3019
002,005,2986
003,012,2874
012,003,2849
014,011,2783
006,017,2750
011,014,2745
017,015,2740
015,017,2702
017,006,2659
015,016,2536
039,097,2513
016,015,2477
097,039,2475
014,010,2460
005,033,2458
015,014,2428
010,014,2420
033,005,2415
014,015,2405
007,035,2373
035,007,2353
046,006,2248
017,005,2247
006,046,2234
105,028,2218
028,105,2203
005,017,2160
010,016,2137
016,010,2112
039,026,2111
058,007,2103
007,003,2091
007,058,2087
003,007,2060
005,058,2052
046,039,2049
039,046,2045
119,114,2033
026,039,2013
114,119,2012
058,005,2010
001,004,2004
004,001,2003
013,050,1947
010,018,1943
050,013,1938
005,004,1927
018,010,1908
004,005,1894
098,097,1851
010,008,1821
097,098,1818
120,098,1792
016,057,1786
009,038,1785
008,010,1777
098,120,1777
038,009,1761
006,021,1740
057,016,1738
026,006,1718
015,005,1704
098,101,1699
101,098,1699
014,003,1668
006,026,1662
005,015,1657
021,006,1655
013,121,1650
121,013,1647
026,031,1638
051,048,1637
106,054,1633
048,051,1633
104,013,1629
033,081,1607
031,026,1599
002,104,1590
007,012,1583
012,007,1578
054,106,1577
003,014,1577
039,021,1577
104,002,1575
004,002,1571
001,005,1569
081,033,1567
005,001,1560
010,004,1552
012,013,1547
046,021,1541
013,104,1534
013,012,1533
021,046,1529
014,007,1528
002,004,1527
021,039,1504
058,031,1490
058,033,1482
007,014,1465
033,058,1461
039,122,1443
004,010,1442
031,058,1428
122,039,1404
005,007,1404
007,005,1390
039,020,1389
002,016,1371
020,039,1365
016,002,1325
050,041,1325
041,050,1308
030,032,1307
002,033,1306
189,124,1298
032,030,1284
033,002,1282
124,189,1255
028,193,1242
193,028,1237
039,006,1229
006,039,1222
020,109,1221
002,010,1221
007,017,1214
109,020,1207
014,005,1197
019,039,1193
048,039,1188
017,007,1185
010,002,1184
013,007,1167
039,048,1162
008,012,1157
005,014,1155
025,039,1145
039,019,1145
057,104,1139
007,013,1137
015,002,1134
004,037,1131
039,018,1130
037,004,1121
041,114,1121
114,041,1119
018,039,1116
104,057,1115
012,008,1114
010,005,1112
020,037,1108
039,025,1107
037,020,1104
104,033,1090
002,015,1080
046,026,1078
027,030,1070
030,027,1064
013,004,1062
004,013,1059
003,004,1051
026,046,1046
033,104,1043
005,010,1040
033,037,1037
016,014,1035
004,003,1034
015,006,1012
006,015,1001
019,004,996
006,018,990
037,033,986
010,012,978
004,019,976
109,121,969
003,010,969
018,006,962
005,013,953
121,109,951
010,003,948
011,001,947
020,007,942
003,038,936
101,097,932
006,041,932
041,006,931
033,032,928
015,007,928
007,015,926
029,031,925
012,011,923
020,033,921
083,048,919
013,005,915
120,020,911
048,083,909
014,016,909
007,020,907
017,058,906
033,020,902
097,101,900
038,003,900
012,010,896
020,120,895
031,029,890
058,017,888
011,012,885
032,033,885
104,121,879
053,088,870
122,025,869
003,005,868
017,056,863
120,097,860
056,017,855
039,007,855
121,104,853
007,070,852
088,053,852
070,007,850
097,120,848
001,011,845
025,122,841
007,039,840
006,058,840
011,005,838
058,006,837
106,118,835
057,002,831
002,057,828
118,106,823
121,024,813
005,003,812
031,039,804
024,121,796
114,015,793
007,009,790
039,031,786
005,008,778
057,013,772
013,011,771
005,011,770
048,018,770
015,114,767
020,055,766
028,039,765
008,005,761
013,057,752
018,048,751
039,028,740
055,020,739
011,013,729
009,007,727
016,012,723
006,004,721
114,156,716
012,016,714
011,006,711
009,003,711
156,114,709
028,021,701
003,009,694
019,048,693
004,006,689
007,033,689
013,033,688
006,011,683
017,014,683
051,106,682
032,037,682
033,013,681
048,019,681
033,007,680
003,013,680
039,070,680
010,033,676
014,002,672
014,017,672
002,003,666
037,032,663
002,014,661
070,039,660
016,008,659
008,016,658
030,041,650
070,051,649
021,028,647
033,010,644
114,033,644
033,114,632
030,006,632
063,066,631
016,005,630
013,003,629
003,002,624
041,030,624
006,002,623
057,037,622
006,030,621
106,051,621
031,033,618
037,057,615
007,001,613
001,007,612
002,006,612
002,008,612
012,014,609
010,013,606
033,031,605
015,010,600
098,070,600
033,017,599
050,101,598
017,033,598
013,060,596
070,098,592
109,033,590
008,002,588
114,140,588
051,070,588
021,031,586
005,050,586
101,050,585
033,109,584
031,070,581
010,015,581
003,001,580
013,010,577
140,114,576
010,001,573
033,015,572
001,002,570
021,010,569
066,063,568
070,031,567
007,002,567
014,012,564
004,016,564
021,041,564
101,120,563
031,021,561
011,002,560
025,031,560
120,101,560
001,003,559
011,029,558
005,016,557
001,010,556
017,012,556
070,058,554
007,004,553
008,007,552
033,014,552
041,021,550
015,033,547
016,004,547
035,017,547
029,007,546
002,011,545
007,029,544
029,011,543
060,013,543
010,021,542
012,017,540
002,001,539
014,033,537
108,109,536
025,046,535
031,025,534
048,108,531
002,007,530
025,022,529
121,005,527
058,070,527
032,028,526
007,008,526
109,108,526
017,035,524
108,048,523
004,007,523
022,025,521
005,121,516
050,005,516
007,018,515
008,004,510
104,109,510
046,025,505
015,058,504
004,008,503
013,041,502
005,114,500
020,098,499
114,005,497
011,017,496
109,104,494
098,020,494
033,035,493
018,007,493
004,017,492
001,006,492
001,030,492
114,025,489
017,019,489
144,172,488
076,051,487
017,011,487
035,012,486
005,031,485
005,048,485
035,033,481
031,005,481
051,076,479
011,008,475
033,029,474
025,114,474
106,076,474
017,008,473
029,033,468
012,035,468
006,010,466
031,006,466
025,006,466
041,013,466
017,004,465
030,001,464
020,018,463
019,017,463
058,015,460
010,007,460
008,017,460
172,144,458
006,025,458
104,007,457
121,085,456
121,095,455
076,106,455
006,001,450
106,087,450
018,020,450
010,031,448
031,010,448
016,017,447
008,011,447
390,067,444
114,058,444
007,104,443
068,044,442
011,020,442
017,016,441
058,013,441
020,011,440
044,068,439
004,014,438
020,108,438
019,132,437
010,006,437
095,121,437
013,058,436
006,031,436
101,020,436
081,058,435
067,390,435
014,004,433
087,065,431
108,020,429
058,114,428
005,037,427
087,106,427
132,019,426
043,005,425
058,081,425
007,010,424
002,012,423
085,121,423
012,006,423
020,101,421
048,005,419
053,039,419
065,087,419
024,109,419
100,011,418
019,035,416
109,024,414
024,011,414
035,039,413
028,018,413
039,053,412
026,001,412
016,033,410
012,002,408
067,020,408
015,003,408
028,032,406
037,005,406
114,014,406
005,043,404
020,067,404
039,035,402
035,019,402
018,106,402
011,100,402
106,005,401
018,028,401
001,026,401
033,016,400
008,003,400
058,014,400
031,020,398
006,012,398
005,106,397
004,012,396
003,008,395
070,097,395
013,002,394
041,034,393
011,024,392
105,193,391
033,004,389
007,114,389
020,005,387
114,002,383
015,012,383
002,013,382
004,033,381
016,007,381
118,044,380
