origen,destino,peso
039,120,5708
120,039,5640
039,098,4613
098,039,4603
007,011,4043
011,007,3991
006,007,3935
007,006,3865
005,104,3834
104,005,3812
035,028,3512
028,035,3506
014,006,3297
006,014,3178
039,101,3134
101,039,3073
015,017,2741
006,005,2737
005,006,2727
017,015,2700
006,017,2528
003,012,2508
017,006,2502
012,003,2482
005,033,2442
039,097,2421
033,005,2414
097,039,2390
010,014,2288
014,011,2280
002,005,2275
014,010,2272
005,002,2263
005,058,2257
016,015,2255
015,016,2212
058,005,2211
011,014,2203
017,005,2199
005,017,2194
039,026,2179
015,014,2113
013,050,2110
050,013,2107
026,039,2068
014,015,2055
007,035,2023
010,008,2015
035,007,1997
098,097,1949
039,046,1948
008,010,1943
015,005,1941
097,098,1919
119,114,1911
046,039,1880
007,003,1866
003,007,1865
007,058,1859
114,119,1854
028,105,1844
058,007,1841
105,028,1834
005,015,1811
010,016,1759
016,010,1749
046,006,1746
033,081,1738
026,031,1725
081,033,1715
006,046,1682
012,013,1656
101,098,1652
104,013,1652
098,101,1645
031,026,1638
016,057,1636
013,012,1627
006,021,1608
013,104,1606
038,009,1584
005,004,1584
057,016,1579
021,006,1576
009,038,1562
039,021,1538
106,054,1534
120,098,1530
004,005,1528
098,120,1500
054,106,1500
004,001,1497
058,033,1491
048,051,1491
021,039,1475
001,004,1474
014,003,1467
051,048,1463
033,058,1454
026,006,1435
012,007,1426
006,026,1426
007,014,1402
058,031,1401
003,014,1400
046,021,1397
007,012,1374
050,041,1372
014,007,1372
021,046,1337
007,005,1331
002,010,1326
031,058,1318
041,050,1314
010,002,1310
005,007,1303
002,016,1281
004,010,1271
005,001,1271
010,004,1266
001,005,1265
019,039,1225
015,002,1224
020,039,1223
013,121,1211
010,018,1211
039,122,1206
039,020,1205
122,039,1204
016,002,1199
002,015,1198
004,003,1195
014,005,1192
039,019,1191
109,020,1191
018,010,1191
005,014,1187
121,013,1186
003,004,1177
020,109,1176
193,028,1170
008,012,1161
028,193,1155
033,002,1143
002,004,1139
104,033,1133
