origen,destino,peso
120,039,3053
105,028,3004
028,105,2999
039,120,2897
098,039,2612
039,098,2539
007,006,2172
005,006,2093
006,005,2074
104,005,2062
006,007,2060
005,104,2019
012,003,1964
011,007,1906
003,012,1881
035,028,1869
007,011,1812
006,017,1783
028,035,1741
017,006,1723
017,015,1678
006,014,1634
014,006,1618
015,017,1576
013,050,1569
050,013,1565
101,039,1550
014,015,1549
015,016,1541
016,015,1524
015,014,1520
010,014,1411
014,010,1353
017,005,1319
039,101,1305
007,003,1283
005,017,1256
008,010,1245
003,007,1224
010,016,1214
057,016,1195
010,008,1194
016,010,1183
039,046,1182
005,002,1180
026,039,1172
004,003,1171
046,039,1152
005,015,1151
114,119,1129
002,005,1115
011,014,1094
016,057,1092
119,114,1088
058,007,1074
015,005,1073
003,004,1070
058,005,1056
014,011,1047
039,026,1024
007,058,1024
097,039,1012
005,058,1001
106,054,1000
033,005,989
054,106,979
013,104,966
014,003,964
005,033,955
003,014,952
098,120,942
039,097,941
097,098,915
013,012,913
104,013,904
006,046,903
081,033,879
031,026,876
012,013,866
009,038,849
046,006,841
120,098,828
038,009,823
039,019,823
033,081,822
098,097,821
028,193,813
019,039,807
051,048,805
193,028,783
007,014,783
006,026,773
101,098,771
002,015,761
026,031,746
015,002,741
035,007,740
010,004,740
026,006,737
048,051,736
098,101,733
003,010,726
010,003,721
007,035,721
004,010,715
010,002,708
058,033,702
025,039,702
033,058,698
104,057,697
021,039,696
006,015,690
004,005,689
002,010,687
109,121,687
014,007,686
057,104,683
039,025,673
046,021,671
015,006,664
021,046,656
001,004,651
007,017,647
050,041,643
006,039,641
005,004,640
002,016,637
031,058,633
121,109,627
041,050,626
104,002,623
004,001,623
017,007,617
046,026,614
033,104,611
016,014,601
039,021,601
001,005,594
104,033,590
016,002,586
005,001,578
058,031,573
026,046,570
039,006,570
013,004,565
007,012,553
002,104,552
020,109,545
109,020,543
014,016,541
002,057,537
030,041,537
122,039,534
010,012,531
007,015,531
012,010,529
039,122,527
121,024,525
002,033,525
121,104,521
013,121,519
033,002,517
057,002,516
007,005,510
058,006,506
004,013,506
015,114,501
097,120,501
114,015,500
070,007,500
012,007,499
021,006,498
006,021,497
024,121,491
041,030,488
013,057,487
048,039,483
008,012,481
104,121,481
007,070,479
018,039,477
041,114,474
106,051,474
121,013,470
005,007,467
058,017,466
006,058,459
011,012,455
012,011,450
020,039,448
114,041,448
017,056,446
018,010,446
013,003,445
005,014,444
012,008,444
002,004,436
118,106,434
013,007,433
057,037,432
120,097,431
057,013,427
010,018,427
056,017,426
039,048,426
020,033,424
033,020,423
007,013,423
037,020,423
020,037,421
004,002,417
038,003,413
041,006,413
048,083,410
083,048,408
014,005,408
015,007,407
051,106,406
106,118,405
003,013,402
039,020,400
017,058,400
003,038,399
011,001,396
037,004,393
037,057,393
031,029,392
039,018,392
006,041,392
004,037,388
029,031,388
088,053,386
004,006,385
013,011,384
031,070,376
002,003,375
001,011,373
011,013,371
003,002,369
033,010,368
048,019,365
060,013,364
010,015,363
053,088,362
097,101,361
101,097,357
008,002,355
005,003,354
027,030,349
390,067,345
030,027,344
070,031,343
031,039,341
067,390,340
070,098,338
098,070,338
009,007,336
010,005,336
006,004,336
005,011,335
005,010,333
025,006,330
011,005,330
019,048,326
030,032,326
010,033,325
033,032,323
